"Település-azonosító törzsszám","Név","Területi jelzőszám","Jogállás 2005","Statisztikai nagyrégió kódja","Régió 2016","NUTS'16","Járás kód","Járás központ kódja","Agglomeráció kódja","Borrégió'19","Borvidék'19","Turisztikai
régió","Világörökségi helyszínek","Világörökségi helyszínek védőövezete","Kedvezményezett települések kódja","Kedvezményezett járások kódja","Szabad vállalkozási zónák","Területfejlesztési szempontból kiemelt térség","Gazdaságfejlesztési zóna"
"08554","Tiszakanyár","1500 4 2","42","3","60","HU323","153","0","9999","9","9992","03","99","99","3","1","1","9","1"
"08563","Csapod","0800 4 2","42","2","30","HU221","091","0","9999","9","9993","09","99","99","9","9","9","9","2"
"08572","Kétújfalu","0200 4 2","42","2","40","HU231","033","0","9999","9","9993","08","99","99","9","2","1","9","4"
"08581","Baracska","0700 4 2","42","2","20","HU211","081","0","9999","9","9993","06","99","99","9","9","9","9","2"
"08590","Tab","1400 3 2","30","2","40","HU232","147","1","9999","9","9993","07","99","99","9","2","1","1","4"
"08606","Sikátor","0800 4 2","42","2","30","HU221","090","0","1013","9","9993","09","99","99","9","4","9","9","2"
"08615","Szentliszló","2000 4 2","42","2","30","HU223","195","0","9999","9","9993","09","99","99","9","1","9","9","2"
"08624","Bársonyos","1100 4 2","42","2","20","HU212","111","0","1013","5","1700","06","99","99","9","1","9","9","2"
"08633","Tiszapalkonya","0500 4 2","42","3","50","HU311","068","0","9999","9","9991","04","99","99","2","9","9","9","1"
"08642","Kálló","1200 4 2","42","3","50","HU313","118","0","9999","9","9991","02","99","99","3","1","1","9","1"
"08651","Kisszentmárton","0200 4 2","42","2","40","HU231","030","0","9999","9","9993","08","99","99","1","3","1","9","4"
"08660","Demjén","1000 4 2","42","3","50","HU312","104","0","2023","4","3100","02","99","99","9","9","9","9","1"
"08679","Öregcsertő","0300 4 2","42","3","70","HU331","037","0","9999","9","9992","05","99","99","3","1","9","3","3"
"08688","Süttő","1100 4 2","42","2","20","HU212","110","0","9999","5","1700","06","99","99","9","9","9","9","2"
"08697","Bácsszentgyörgy","0300 4 2","42","3","70","HU331","035","0","9999","3","1500","05","99","99","1","1","9","9","3"
"08703","Büssü","1400 4 2","42","2","40","HU232","143","0","9999","9","9993","08","99","99","3","1","9","9","4"
"08712","Jobbágyi","1200 4 2","42","3","50","HU313","118","0","9999","9","9991","02","99","99","9","1","1","9","1"
"08721","Győrasszonyfa","0800 4 2","42","2","30","HU221","090","0","1013","9","9993","09","99","99","9","4","9","9","2"
"08730","Bakonycsernye","0700 4 2","41","2","20","HU211","082","0","9999","9","9993","06","99","99","9","9","9","9","2"
"08749","Karakószörcsök","1900 4 2","42","2","20","HU213","186","0","9999","9","9993","06","99","99","1","3","1","9","2"
"08758","Tát","1100 3 2","30","2","20","HU212","110","0","9999","5","1700","06","99","99","9","9","9","9","2"
"08767","Alsószenterzsébet","2000 4 2","42","2","30","HU223","194","0","9999","9","9993","09","99","99","9","1","9","9","2"
"08776","Ajak","1500 3 2","30","3","60","HU323","153","0","9999","9","9992","03","99","99","9","1","1","9","1"
"08785","Újsolt","0300 4 2","42","3","70","HU331","037","0","9999","9","9992","05","99","99","3","1","9","3","3"
"08794","Tiszakóród","1500 4 2","42","3","60","HU323","150","0","9999","9","9992","03","99","99","3","3","1","9","1"
"08800","Siklósnagyfalu","0200 4 2","42","2","40","HU231","031","0","9999","9","9993","08","99","99","1","1","9","9","4"
"08819","Felsőszentmárton","0200 4 2","42","2","40","HU231","030","0","9999","9","9993","08","99","99","1","3","1","9","4"
"08828","Teskánd","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","9","9","9","9","2"
"08837","Háromfa","1400 4 2","42","2","40","HU232","145","0","9999","9","9993","08","99","99","3","2","1","9","4"
"08846","Baskó","0500 4 2","42","3","50","HU311","057","0","9999","9","9991","02","99","99","3","3","1","9","1"
"08855","Karancskeszi","1200 4 2","42","3","50","HU313","120","0","9999","9","9991","02","99","99","3","1","1","9","1"
"08864","Bátaszék","1700 3 2","30","2","40","HU233","173","0","9999","1","2800","08","99","99","9","9","9","9","4"
"08873","Apátistvánfalva","1800 4 2","42","2","30","HU222","180","0","9999","9","9993","09","99","99","9","9","9","9","2"
"08882","Peresznye","1800 4 2","42","2","30","HU222","178","0","9999","9","9993","09","99","99","9","9","9","9","2"
"08891","Biatorbágy","1300 3 2","30","1","12","HU120","123","0","0053","5","2100","01","99","99","9","9","9","4","9"
"08907","Nagykereki","0900 4 2","42","3","60","HU321","094","0","9999","9","9992","03","99","99","3","3","1","9","1"
"08916","Magyarföld","2000 4 2","42","2","30","HU223","194","0","9999","9","9993","09","99","99","2","1","9","9","2"
"08925","Adony","0700 3 2","30","2","20","HU211","078","0","9999","9","9993","06","99","99","9","9","9","9","2"
"08934","Vámosoroszi","1500 4 2","42","3","60","HU323","150","0","9999","9","9992","03","99","99","9","3","1","9","1"
"08943","Körösszegapáti","0900 4 2","42","3","60","HU321","094","0","9999","9","9992","03","99","99","1","3","1","9","1"
"08952","Tiborszállás","1500 4 2","42","3","60","HU323","154","0","9999","9","9992","03","99","99","1","3","1","9","1"
"08961","Őcsény","1700 4 2","42","2","40","HU233","173","0","3093","1","2800","08","99","99","9","9","9","3","4"
"08970","Sajósenye","0500 4 2","42","3","50","HU311","061","0","1023","9","9991","02","99","99","9","9","9","9","1"
"08989","Vámospércs","0900 3 2","30","3","60","HU321","101","0","3023","9","9992","03","99","99","2","3","1","9","1"
"08998","Túrricse","1500 4 2","42","3","60","HU323","150","0","9999","9","9992","03","99","99","3","3","1","9","1"
"09007","Szalatnak","0200 4 2","42","2","40","HU231","026","0","9999","9","9993","08","99","99","9","9","1","9","4"
"09016","Monaj","0500 4 2","42","3","50","HU311","067","0","9999","9","9991","02","99","99","3","3","1","9","1"
"09025","Őr","1500 4 2","42","3","60","HU323","154","0","9999","9","9992","03","99","99","3","3","1","9","1"
"09034","Berkenye","1200 4 2","42","3","50","HU313","119","0","9999","9","9991","01","99","99","9","1","9","9","1"
"09043","Szente","1200 4 2","42","3","50","HU313","119","0","9999","9","9991","02","99","99","9","1","9","9","1"
"09052","Tarnaszentmária","1000 4 2","42","3","50","HU312","104","0","9999","4","3100","02","99","99","9","9","9","9","1"
"09061","Rápolt","1500 4 2","42","3","60","HU323","154","0","9999","9","9992","03","99","99","3","3","1","9","1"
"09070","Csénye","1800 4 2","42","2","30","HU222","179","0","9999","9","9993","09","99","99","9","9","9","9","2"
"09089","Gelsesziget","2000 4 2","42","2","30","HU223","196","0","3153","9","9993","09","99","99","9","4","9","9","2"
"09098","Kaposfő","1400 4 2","42","2","40","HU232","143","0","3033","9","9993","08","99","99","9","1","1","9","4"
"09104","Vácszentlászló","1300 4 2","42","1","12","HU120","128","0","9999","9","9991","01","99","99","9","9","9","9","9"
"09113","Tiszaeszlár","1500 4 2","42","3","60","HU323","158","0","9999","9","9992","03","99","99","3","2","1","9","1"
"09122","Farmos","1300 4 2","42","1","12","HU120","131","0","9999","9","9992","01","99","99","9","1","9","9","9"
"09131","Bag","1300 4 2","41","1","12","HU120","122","0","9999","9","9991","01","99","99","9","4","9","9","9"
"09140","Lórév","1300 4 2","42","1","12","HU120","134","0","9999","9","9992","01","99","99","9","4","9","9","9"
"09159","Drávakeresztúr","0200 4 2","42","2","40","HU231","030","0","9999","9","9993","08","99","99","1","3","1","9","4"
"09168","Belezna","2000 4 2","42","2","30","HU223","196","0","9999","9","9993","09","99","99","3","4","9","9","2"
"09177","Gige","1400 4 2","42","2","40","HU232","143","0","9999","9","9993","08","99","99","3","1","1","9","4"
"09186","Dunaszekcső","0200 4 2","42","2","40","HU231","027","0","9999","1","2700","08","99","99","9","1","9","9","4"
"09195","Vásárosmiske","1800 4 2","42","2","30","HU222","179","0","9999","9","9993","09","99","99","9","9","9","9","2"
"09201","Detk","1000 4 2","42","3","50","HU312","106","0","9999","4","3200","02","99","99","9","9","9","9","1"
"09210","Földeák","0600 4 2","42","3","70","HU333","073","0","9999","9","9992","05","99","99","9","1","9","9","3"
"09229","Tokorcs","1800 4 2","42","2","30","HU222","176","0","9999","9","9993","09","99","99","9","1","9","9","2"
"09238","Nyírgyulaj","1500 4 2","42","3","60","HU323","156","0","9999","9","9992","03","99","99","3","3","1","9","1"
"09247","Dabas","1300 3 2","30","1","12","HU120","125","1","9999","9","9992","01","99","99","9","4","9","9","9"
"09256","Nyírtét","1500 4 2","42","3","60","HU323","152","0","9999","9","9992","03","99","99","3","3","1","9","1"
"09265","Kisvárda","1500 3 2","30","3","60","HU323","153","1","9999","9","9992","03","99","99","9","1","1","9","1"
"09274","Varászló","1400 4 2","42","2","40","HU232","144","0","9999","9","9993","08","99","99","1","1","9","9","4"
"09283","Nagygeresd","1800 4 2","42","2","30","HU222","179","0","9999","9","9993","09","99","99","9","9","9","9","2"
"09292","Gecse","1900 4 2","42","2","20","HU213","187","0","1013","9","9993","06","99","99","9","1","9","9","2"
"09308","Szemely","0200 4 2","42","2","40","HU231","028","0","1033","1","2700","08","99","99","9","9","9","9","4"
"09317","Révleányvár","0500 4 2","42","3","50","HU311","054","0","9999","9","9991","02","99","99","1","3","1","9","1"
"09326","Jágónak","1700 4 2","42","2","40","HU233","171","0","9999","9","9993","08","99","99","3","1","9","9","4"
"09344","Kiskőrös","0300 3 2","30","3","70","HU331","039","1","9999","3","1600","05","99","99","9","1","9","3","3"
"09353","Aranyosapáti","1500 4 2","42","3","60","HU323","159","0","9999","9","9992","03","99","99","3","3","1","9","1"
"09362","Aggtelek","0500 4 2","42","3","50","HU311","063","0","9999","9","9991","02","03","99","9","3","1","9","1"
"09371","Pálfa","1700 4 2","42","2","40","HU233","172","0","9999","1","3500","08","99","99","1","9","9","3","4"
"09380","Zalaújlak","2000 4 2","42","2","30","HU223","196","0","3153","9","9993","07","99","99","3","4","9","1","2"
"09399","Hernádcéce","0500 4 2","42","3","50","HU311","057","0","9999","9","9991","02","99","99","3","3","1","9","1"
"09405","Tápióság","1300 4 2","42","1","12","HU120","131","0","9999","9","9992","01","99","99","9","1","9","9","9"
"09414","Várdomb","1700 4 2","42","2","40","HU233","173","0","3093","1","2800","08","99","99","9","9","9","9","4"
"09423","Tiszaadony","1500 4 2","42","3","60","HU323","159","0","9999","9","9992","03","99","99","1","3","1","9","1"
"09432","Ecsegfalva","0400 4 2","42","3","70","HU332","047","0","9999","9","9992","05","99","99","1","1","1","9","3"
"09441","Gomba","1300 4 2","42","1","12","HU120","130","0","9999","3","1600","01","99","99","9","9","9","9","9"
"09450","Márfa","0200 4 2","42","2","40","HU231","031","0","9999","1","2900","08","99","99","2","1","9","9","4"
"09469","Jánoshalma","0300 3 2","30","3","70","HU331","036","1","9999","3","1600","05","99","99","3","3","1","9","3"
"09478","Nagyhegyes","0900 4 2","42","3","60","HU321","100","0","9999","9","9992","03","05","99","9","1","9","9","1"
"09487","Fertőendréd","0800 4 2","42","2","30","HU221","091","0","9999","5","2500","09","99","99","9","9","9","9","2"
"09496","Szirmabesenyő","0500 4 2","41","3","50","HU311","061","0","1023","9","9991","02","99","99","9","9","9","9","1"
"09502","Vid","1900 4 2","42","2","20","HU213","186","0","9999","9","9993","06","99","99","1","3","1","9","2"
"09511","Gádoros","0400 4 2","41","3","70","HU332","050","0","9999","9","9992","05","99","99","9","1","9","9","3"
"09520","Gyulakeszi","1900 4 2","42","2","20","HU213","189","0","9999","2","1800","07","99","99","9","9","9","1","2"
"09539","Dunaszentgyörgy","1700 4 2","42","2","40","HU233","172","0","9999","1","3500","08","99","99","9","9","9","3","4"
"09548","Kisvaszar","0200 4 2","42","2","40","HU231","025","0","9999","9","9993","08","99","99","1","3","1","9","4"
"09557","Tomajmonostora","1600 4 2","42","3","60","HU322","164","0","9999","9","9992","04","99","99","1","3","1","9","1"
"09566","Budapest 01. ker.","0101 9 9","90","1","11","HU110","001","1","0001","9","9993","01","01","99","9","9","9","4","9"
"09575","Kerkaszentkirály","2000 4 2","42","2","30","HU223","195","0","9999","9","9993","09","99","99","9","1","9","9","2"
"09584","Dunaharaszti","1300 3 2","30","1","12","HU120","136","0","0042","9","9992","01","99","99","9","9","9","4","9"
"09593","Tura","1300 3 2","30","1","12","HU120","122","0","9999","9","9991","01","99","99","9","4","9","9","9"
"09609","Recsk","1000 4 2","41","3","50","HU312","109","0","9999","9","9991","02","99","99","9","2","1","9","1"
"09618","Pári","1700 4 2","42","2","40","HU233","174","0","9999","1","3500","08","99","99","1","3","1","3","4"
"09627","Tiszatenyő","1600 4 2","42","3","60","HU322","169","0","3113","9","9992","03","99","99","9","2","1","9","1"
"09636","Görcsönydoboka","0200 4 2","42","2","40","HU231","027","0","9999","9","9993","08","99","99","9","1","9","9","4"
"09645","Vörs","1400 4 2","42","2","40","HU232","144","0","9999","9","9993","07","99","99","2","1","9","1","4"
"09654","Ilk","1500 4 2","42","3","60","HU323","159","0","9999","9","9992","03","99","99","3","3","1","9","1"
"09663","Babarcszőlős","0200 4 2","42","2","40","HU231","031","0","9999","9","9993","08","99","99","3","1","9","9","4"
"09672","Nemesrempehollós","1800 4 2","42","2","30","HU222","177","0","2033","9","9993","09","99","99","9","4","9","9","2"
"09681","Cégénydányád","1500 4 2","42","3","60","HU323","150","0","9999","9","9992","03","99","99","1","3","1","9","1"
"09690","Halásztelek","1300 3 2","30","1","12","HU120","136","0","0043","9","9992","01","99","99","9","9","9","4","9"
"09706","Gömörszőlős","0500 4 2","42","3","50","HU311","063","0","9999","9","9991","02","99","99","9","3","1","9","1"
"09715","Császló","1500 4 2","42","3","60","HU323","150","0","9999","9","9992","03","99","99","3","3","1","9","1"
"09724","Győrvár","1800 4 2","42","2","30","HU222","182","0","9999","9","9993","09","99","99","1","2","1","9","2"
"09733","Vigántpetend","1900 4 2","42","2","20","HU213","189","0","9999","9","9993","07","99","99","2","9","9","1","2"
"09742","Felsődobsza","0500 4 2","42","3","50","HU311","057","0","9999","9","9991","02","99","99","3","3","1","9","1"
"09751","Kisszekeres","1500 4 2","42","3","60","HU323","150","0","9999","9","9992","03","99","99","3","3","1","9","1"
"09760","Békés","0400 3 2","30","3","70","HU332","045","1","3012","9","9992","05","99","99","9","1","1","9","3"
"09779","Csór","0700 4 2","42","2","20","HU211","085","0","3103","9","9993","06","99","99","9","9","9","9","2"
"09788","Sárfimizdó","1800 4 2","42","2","30","HU222","182","0","9999","9","9993","09","99","99","9","2","1","9","2"
"09797","Nézsa","1200 4 2","42","3","50","HU313","119","0","9999","9","9991","02","99","99","9","1","9","9","1"
"09803","Szentkatalin","0200 4 2","42","2","40","HU231","032","0","9999","9","9993","08","99","99","3","1","9","9","4"
"09812","Kisgörbő","2000 4 2","42","2","30","HU223","198","0","9999","9","9993","09","99","99","3","1","9","9","2"
"09821","Pilis","1300 3 2","30","1","12","HU120","130","0","9999","3","1600","01","99","99","9","9","9","9","9"
"09830","Szemere","0500 4 2","42","3","50","HU311","056","0","9999","9","9991","02","99","99","1","3","1","9","1"
"09849","Hernád","1300 4 2","41","1","12","HU120","125","0","9999","3","1600","01","99","99","9","4","9","9","9"
"09858","Komlósd","1400 4 2","42","2","40","HU232","140","0","9999","9","9993","08","99","99","3","3","1","9","4"
"09867","Pölöske","2000 4 2","42","2","30","HU223","197","0","9999","9","9993","09","99","99","9","9","9","9","2"
"09876","Chernelházadamonya","1800 4 2","42","2","30","HU222","179","0","9999","9","9993","09","99","99","9","9","9","9","2"
"09885","Fertőd","0800 3 2","30","2","30","HU221","091","0","9999","9","9993","09","07","99","9","9","9","9","2"
"09894","Borsosberény","1200 4 2","42","3","50","HU313","119","0","9999","9","9991","01","99","99","9","1","9","9","1"
"09900","Rácalmás","0700 3 2","30","2","20","HU211","078","0","3143","9","9993","06","99","99","9","9","9","9","2"
"09919","Tuzsér","1500 4 2","41","3","60","HU323","160","0","9999","9","9992","03","99","99","3","3","1","9","1"
"09928","Hetes","1400 4 2","42","2","40","HU232","143","0","3033","9","9993","08","99","99","9","1","9","9","4"
"09937","Kenyeri","1800 4 2","42","2","30","HU222","176","0","9999","9","9993","09","99","99","9","1","9","9","2"
"09946","Hencse","1400 4 2","42","2","40","HU232","143","0","9999","9","9993","08","99","99","3","1","1","9","4"
"09955","Kövegy","0600 4 2","42","3","70","HU333","073","0","9999","9","9992","05","99","99","1","1","9","9","3"
"09964","Tófalu","1000 4 2","42","3","50","HU312","105","0","9999","4","3100","02","99","99","3","2","1","9","1"
"09973","Délegyháza","1300 4 2","42","1","12","HU120","136","0","0043","9","9992","01","99","99","9","9","9","4","9"
"09982","Szűcsi","1000 4 2","42","3","50","HU312","107","0","9999","4","3200","02","99","99","9","9","9","9","1"
"09991","Nagykovácsi","1300 4 2","41","1","12","HU120","123","0","0063","9","9993","01","99","99","9","9","9","4","9"
"10001","Nagydém","1900 4 2","42","2","20","HU213","187","0","9999","9","9993","06","99","99","3","1","9","9","2"
